angry,disgust,fear,happy,sad,surprise,neutral,face_position_x,face_position_y,center_closeness
0.055,0.0,0.098,0.007,0.235,0.007,0.599,682.0,401.0,0.9200681855861534
0.053,0.004,0.376,0.004,0.174,0.061,0.328,683.0,401.0,0.9190880978777256
0.033,0.0,0.045,0.004,0.237,0.011,0.671,681.0,401.0,0.9210369503834371
0.002,0.0,0.003,0.001,0.035,0.001,0.958,681.0,400.0,0.9219939704072885
0.553,0.0,0.01,0.024,0.129,0.0,0.284,679.5,398.5,0.9248826338696435
0.03,0.0,0.018,0.006,0.291,0.003,0.652,676.0,403.0,0.9236277855923297
0.028,0.0,0.017,0.006,0.173,0.001,0.776,678.0,406.0,0.9187450070011672
0.081,0.0,0.074,0.005,0.058,0.032,0.749,680.0,406.0,0.9169837883624002
0.071,0.0,0.055,0.003,0.063,0.019,0.79,677.5,404.5,0.9207497577908578
0.028,0.0,0.007,0.002,0.099,0.001,0.864,677.0,406.0,0.919605479466877
0.007,0.0,0.007,0.005,0.041,0.003,0.938,681.0,403.0,0.9190880978777256
0.014,0.0,0.446,0.143,0.007,0.242,0.147,680.5,396.5,0.9257517896787738
0.101,0.0,0.205,0.01,0.139,0.033,0.511,682.0,396.0,0.9246669117586683
0.003,0.0,0.014,0.01,0.135,0.0,0.838,679.5,399.5,0.9239258424425796
0.035,0.0,0.128,0.012,0.388,0.003,0.433,680.5,399.5,0.9229568601328225
0.019,0.0,0.001,0.001,0.035,0.0,0.944,686.5,397.5,0.9186480609807249
0.044,0.0,0.063,0.004,0.233,0.002,0.655,683.5,397.5,0.9217862151380383
0.09,0.0,0.045,0.005,0.169,0.001,0.69,682.0,399.0,0.9219464347358488
0.295,0.002,0.28,0.012,0.189,0.113,0.11,679.5,393.5,0.9294665830402931
0.118,0.003,0.015,0.008,0.226,0.001,0.63,611.5,370.5,0.9586373604260771
0.239,0.0,0.036,0.0,0.32,0.0,0.404,509.5,393.5,0.8165180779286336
0.035,0.0,0.009,0.0,0.59,0.0,0.365,576.0,377.0,0.909820077635728
0.03,0.003,0.024,0.0,0.923,0.0,0.02,671.5,380.5,0.9488177602901058
0.026,0.003,0.453,0.001,0.348,0.0,0.168,711.5,379.5,0.8990723663194461
0.012,0.0,0.036,0.0,0.077,0.0,0.876,704.5,385.5,0.905546040606527
0.01,0.0,0.028,0.002,0.031,0.0,0.93,700.5,391.5,0.9071101526598714
0.02,0.003,0.458,0.002,0.305,0.0,0.211,695.5,390.5,0.9137569079874723
0.014,0.0,0.055,0.0,0.149,0.0,0.782,696.5,395.5,0.9091286411592368
0.023,0.002,0.231,0.001,0.633,0.0,0.11,697.0,394.0,0.9096146561341018
0.014,0.0,0.08,0.001,0.44,0.0,0.465,695.0,394.0,0.911942745223949
0.019,0.002,0.16,0.0,0.782,0.0,0.036,693.0,392.0,0.9156870144922945
0.036,0.0,0.005,0.0,0.056,0.001,0.902,684.0,392.0,0.9259080689729074
0.072,0.001,0.041,0.001,0.697,0.001,0.189,664.5,394.5,0.942374829827681
0.07,0.0,0.034,0.005,0.777,0.004,0.11,659.0,390.0,0.9516404109650212
0.057,0.0,0.329,0.0,0.575,0.023,0.016,662.0,384.0,0.9556618068600007
0.188,0.0,0.017,0.002,0.773,0.002,0.017,661.0,386.0,0.9544853041634684
0.005,0.0,0.064,0.0,0.929,0.0,0.002,674.5,384.5,0.942374829827681
0.021,0.0,0.071,0.001,0.873,0.0,0.034,677.5,385.5,0.9382425415069141
0.043,0.0,0.121,0.0,0.799,0.0,0.037,682.5,382.5,0.9345113664244211
0.185,0.0,0.138,0.0,0.607,0.001,0.068,680.5,384.5,0.9355389267051315
0.088,0.0,0.018,0.011,0.165,0.002,0.717,678.0,386.0,0.9372963259302953
0.111,0.0,0.249,0.0,0.618,0.002,0.021,680.5,385.5,0.9348236243670084
0.018,0.0,0.03,0.001,0.699,0.001,0.25,673.0,388.0,0.9410621964404229
0.039,0.0,0.045,0.005,0.278,0.002,0.63,665.5,390.5,0.9458594942578313
0.004,0.0,0.0,0.0,0.039,0.0,0.957,668.0,389.0,0.9451026044733604
0.038,0.0,0.012,0.007,0.126,0.0,0.817,662.5,389.5,0.9494742037857289
0.104,0.0,0.076,0.02,0.479,0.012,0.31,655.5,391.5,0.9521900243824994
0.025,0.007,0.029,0.001,0.928,0.0,0.01,654.5,387.5,0.9576624241788751
0.056,0.0,0.015,0.001,0.789,0.002,0.138,654.5,387.5,0.9576624241788751
0.057,0.0,0.052,0.002,0.786,0.012,0.092,657.5,389.5,0.9532888000391725
0.009,0.0,0.002,0.0,0.922,0.0,0.067,659.5,389.5,0.9518421703368652
0.02,0.0,0.003,0.001,0.167,0.0,0.809,666.0,390.0,0.9459366236284819
0.1,0.0,0.009,0.0,0.695,0.001,0.194,663.0,389.0,0.9495936394197754
0.028,0.0,0.011,0.001,0.226,0.001,0.733,684.5,379.5,0.9338351913846206
0.109,0.0,0.048,0.0,0.779,0.001,0.064,673.5,387.5,0.9409757254583913
0.317,0.0,0.051,0.011,0.434,0.054,0.132,654.0,383.0,0.9633314225837306
0.005,0.0,0.002,0.002,0.857,0.0,0.134,641.5,378.5,0.9747233408942368
0.004,0.0,0.065,0.001,0.93,0.0,0.001,638.5,374.5,0.9801479881652453
0.007,0.0,0.058,0.014,0.909,0.001,0.01,628.0,375.0,0.9738399697819574
0.082,0.0,0.145,0.009,0.754,0.003,0.007,635.5,384.5,0.9660768673063536
0.232,0.0,0.039,0.12,0.428,0.148,0.034,639.0,384.0,0.9672875580616982
0.079,0.0,0.018,0.001,0.829,0.001,0.073,638.0,386.0,0.9644876416378866
0.008,0.0,0.005,0.003,0.935,0.0,0.048,648.5,386.5,0.962100300260344
0.151,0.0,0.054,0.009,0.626,0.007,0.153,649.0,387.0,0.9612414458565876
0.782,0.0,0.066,0.005,0.127,0.014,0.005,648.0,386.0,0.9629540344864537
0.207,0.0,0.017,0.035,0.358,0.001,0.383,649.5,385.5,0.9629415210709596
0.104,0.0,0.007,0.008,0.735,0.0,0.146,658.0,373.0,0.9697623164343167
0.011,0.0,0.0,0.004,0.716,0.0,0.268,655.0,379.0,0.9670334221942053
0.067,0.0,0.016,0.001,0.897,0.0,0.019,654.5,381.5,0.964684024848658
0.123,0.0,0.025,0.003,0.845,0.0,0.004,654.5,380.5,0.9658046066579719
0.795,0.0,0.031,0.008,0.047,0.109,0.01,656.5,386.5,0.9574875650937079
0.037,0.0,0.006,0.002,0.866,0.003,0.087,654.5,385.5,0.9600514982844475
0.145,0.0,0.026,0.007,0.819,0.0,0.002,657.5,376.5,0.9672450651553608
0.525,0.001,0.018,0.004,0.446,0.0,0.006,663.0,382.0,0.956655920833255
0.664,0.0,0.075,0.001,0.232,0.018,0.01,665.5,386.5,0.9499166125613555
0.055,0.0,0.046,0.006,0.87,0.003,0.02,663.5,383.5,0.9547406910734335
0.321,0.0,0.02,0.148,0.487,0.001,0.023,662.0,382.0,0.957629583132576
0.085,0.0,0.052,0.009,0.352,0.001,0.499,678.0,377.0,0.9433076656723913
0.015,0.0,0.002,0.0,0.093,0.0,0.889,674.5,386.5,0.9407561870162411
0.0,0.0,0.005,0.018,0.005,0.0,0.972,674.5,388.5,0.9390587552508755
0.055,0.0,0.028,0.001,0.421,0.001,0.494,674.5,390.5,0.9372889320650412
0.018,0.0,0.004,0.001,0.214,0.0,0.763,673.0,392.0,0.9373999317412987
0.035,0.0,0.03,0.002,0.702,0.001,0.23,674.5,391.5,0.9363787519397193
0.169,0.0,0.059,0.0,0.511,0.0,0.26,675.0,391.0,0.93632775877456
0.003,0.0,0.002,0.0,0.125,0.0,0.87,674.5,393.5,0.9345113664244211
0.01,0.0,0.002,0.0,0.098,0.0,0.889,673.5,391.5,0.9373777160660531
0.007,0.0,0.006,0.002,0.113,0.0,0.872,672.5,392.5,0.9374073387185782
0.021,0.0,0.005,0.002,0.034,0.001,0.937,666.0,393.0,0.9427866453306376
0.068,0.0,0.015,0.011,0.076,0.0,0.828,663.0,392.0,0.9463325715322759
0.104,0.003,0.323,0.017,0.476,0.002,0.075,666.5,393.5,0.941830277487247
0.07,0.018,0.01,0.003,0.404,0.001,0.494,667.5,394.5,0.939916909659979
0.122,0.001,0.256,0.013,0.318,0.007,0.283,669.5,393.5,0.9392111086010987
0.058,0.001,0.021,0.006,0.311,0.002,0.599,670.0,396.0,0.9361822885341702
0.021,0.0,0.004,0.002,0.038,0.0,0.935,669.5,397.5,0.9350231152719567
0.047,0.001,0.015,0.001,0.346,0.0,0.59,670.0,395.0,0.937222426465557
0.033,0.0,0.009,0.013,0.083,0.002,0.859,667.5,395.5,0.9388460982171694
0.018,0.0,0.003,0.011,0.043,0.004,0.921,671.0,394.0,0.9373407074439858
0.058,0.009,0.014,0.01,0.266,0.004,0.639,665.0,393.0,0.9436192995539314
0.06,0.0,0.01,0.019,0.253,0.008,0.651,663.5,392.5,0.9453820254366697
0.01,0.0,0.007,0.015,0.03,0.001,0.937,665.5,392.5,0.9437427881312951
0.009,0.0,0.023,0.009,0.041,0.002,0.916,667.0,390.0,0.9450350799760936
0.108,0.001,0.446,0.023,0.34,0.004,0.079,666.5,393.5,0.941830277487247
0.011,0.0,0.005,0.005,0.063,0.003,0.913,666.0,393.0,0.9427866453306376
0.023,0.0,0.01,0.018,0.07,0.001,0.878,665.5,394.5,0.9415757737944683
0.053,0.002,0.007,0.004,0.287,0.002,0.643,667.0,391.0,0.9440154217928487
0.014,0.0,0.012,0.003,0.058,0.003,0.911,667.0,392.0,0.9429814700325945
0.039,0.0,0.022,0.001,0.071,0.002,0.865,667.0,390.0,0.9450350799760936
0.003,0.0,0.004,0.002,0.019,0.001,0.971,667.5,389.5,0.9450772730582494
0.001,0.0,0.003,0.0,0.024,0.0,0.972,670.0,393.0,0.9392645225623065
0.017,0.0,0.031,0.003,0.129,0.002,0.818,672.0,393.0,0.9373999317412987
0.006,0.0,0.003,0.0,0.106,0.0,0.885,673.5,391.5,0.9373777160660531
0.005,0.0,0.006,0.0,0.118,0.0,0.87,680.5,390.5,0.9309547411151156
0.015,0.0,0.012,0.001,0.124,0.0,0.848,682.5,389.5,0.9295455089325549
0.044,0.0,0.052,0.001,0.132,0.002,0.769,684.5,391.5,0.9257517896787738
0.025,0.0,0.044,0.001,0.464,0.003,0.463,690.0,384.0,0.9244702192874843
0.03,0.0,0.061,0.001,0.125,0.004,0.778,694.5,376.5,0.9224529911881338
0.027,0.0,0.078,0.011,0.286,0.007,0.591,699.5,377.5,0.9155386679171428
0.003,0.0,0.04,0.002,0.253,0.002,0.7,693.0,367.0,0.9271958441855304
0.01,0.0,0.007,0.008,0.111,0.001,0.863,656.5,361.5,0.9774370317313527
0.002,0.0,0.001,0.001,0.093,0.0,0.903,580.0,332.0,0.9098303609954017
0.061,0.0,0.018,0.001,0.017,0.001,0.902,662.5,365.5,0.9684564969985517
0.01,0.0,0.014,0.006,0.103,0.002,0.866,645.5,385.5,0.9644745880229035
0.045,0.0,0.158,0.0,0.681,0.0,0.116,420.5,685.5,0.46535026996369566
0.044,0.0,0.001,0.003,0.294,0.0,0.659,731.0,420.0,0.8515597913334751
0.364,0.002,0.057,0.001,0.304,0.259,0.013,695.0,385.0,0.91772431808956
0.115,0.0,0.122,0.085,0.343,0.001,0.333,637.5,383.5,0.9678162499303453
0.736,0.001,0.061,0.006,0.173,0.003,0.021,668.5,390.5,0.9431524893607875
0.46,0.0,0.074,0.023,0.42,0.001,0.022,671.5,404.5,0.9257517896787738
0.038,0.0,0.201,0.001,0.732,0.001,0.028,672.0,403.0,0.9270050406195367
0.43,0.001,0.17,0.003,0.302,0.001,0.093,672.0,411.0,0.9180065682590082
0.046,0.0,0.111,0.003,0.531,0.0,0.309,672.0,409.0,0.9203005460033818
0.095,0.0,0.136,0.012,0.337,0.002,0.419,666.0,410.0,0.9232523113368648
0.067,0.0,0.171,0.004,0.381,0.0,0.377,663.5,410.5,0.9241455692872611
0.056,0.0,0.333,0.002,0.531,0.0,0.077,667.5,412.5,0.9192889077299145
0.096,0.0,0.382,0.003,0.446,0.0,0.073,667.5,413.5,0.918080112594546
0.115,0.004,0.214,0.014,0.173,0.002,0.478,669.5,412.5,0.9179896058552669
0.031,0.0,0.052,0.003,0.052,0.0,0.862,657.0,411.0,0.9267893977291098
0.028,0.0,0.49,0.01,0.152,0.001,0.319,655.5,413.5,0.9241455692872611
0.075,0.0,0.225,0.006,0.407,0.001,0.286,665.5,409.5,0.9241700226827104
0.041,0.001,0.237,0.003,0.525,0.0,0.192,657.5,413.5,0.9233429832332058
0.181,0.0,0.387,0.017,0.212,0.004,0.199,655.5,402.5,0.9383928763416117
0.046,0.0,0.206,0.019,0.26,0.003,0.465,648.0,399.0,0.9457824746106281
0.093,0.0,0.256,0.01,0.126,0.01,0.505,650.0,403.0,0.9398783379860184
0.085,0.0,0.155,0.001,0.653,0.0,0.105,667.5,402.5,0.9310622673767951
0.181,0.0,0.298,0.05,0.27,0.029,0.171,663.5,400.5,0.936233165369347
0.055,0.0,0.146,0.006,0.442,0.001,0.349,660.5,403.5,0.9345113664244211
0.097,0.0,0.399,0.021,0.285,0.006,0.192,652.0,401.0,0.9418223073943806
0.0,0.0,0.026,0.951,0.001,0.0,0.022,647.5,405.5,0.9372002735835402
0.067,0.0,0.345,0.02,0.374,0.003,0.19,643.0,404.0,0.9399400645546689
0.081,0.001,0.252,0.002,0.566,0.002,0.096,651.5,396.5,0.9478841595015437
0.268,0.0,0.291,0.012,0.294,0.009,0.125,654.0,397.0,0.9461256269529137
0.336,0.0,0.428,0.006,0.148,0.015,0.066,653.5,399.5,0.9431524893607875
0.237,0.0,0.22,0.001,0.354,0.0,0.187,655.0,396.0,0.9468883657064728
0.704,0.052,0.049,0.004,0.182,0.0,0.01,545.0,676.0,0.5506330697723787
0.257,0.0,0.202,0.001,0.352,0.0,0.187,655.0,398.0,0.9443643422839673
0.514,0.0,0.07,0.004,0.165,0.002,0.244,657.5,395.5,0.9460998147468266
0.339,0.002,0.224,0.001,0.27,0.006,0.158,651.0,395.0,0.9500371057565022
0.186,0.0,0.083,0.015,0.408,0.009,0.297,656.0,398.0,0.9438500312457975
0.939,0.0,0.018,0.001,0.035,0.0,0.007,658.5,391.5,0.9502510009345728
0.479,0.005,0.182,0.001,0.166,0.004,0.163,650.5,391.5,0.9547816868326855
0.462,0.0,0.156,0.0,0.246,0.001,0.135,663.0,390.0,0.9485196877250266
0.045,0.0,0.027,0.012,0.049,0.0,0.866,662.0,389.0,0.9504283930697234
0.133,0.007,0.147,0.029,0.126,0.002,0.555,658.0,384.0,0.9591448966972868
0.087,0.001,0.132,0.071,0.118,0.002,0.59,666.5,383.5,0.9517652101125171
0.023,0.002,0.227,0.056,0.108,0.003,0.582,671.5,387.5,0.9430547011394748
0.165,0.001,0.112,0.002,0.372,0.0,0.347,667.5,390.5,0.9440734240355286
0.264,0.004,0.143,0.001,0.406,0.0,0.183,670.5,390.5,0.9412591947974349
0.04,0.0,0.069,0.009,0.116,0.0,0.765,672.0,390.0,0.9402651754990421
0.336,0.0,0.085,0.003,0.28,0.001,0.294,677.5,385.5,0.9382425415069141
0.161,0.0,0.158,0.003,0.472,0.001,0.205,685.0,382.0,0.9317857059629052
0.16,0.0,0.14,0.002,0.495,0.001,0.202,687.5,380.5,0.9295455089325549
0.237,0.0,0.082,0.016,0.435,0.003,0.226,689.5,383.5,0.9253780547151115
0.043,0.0,0.105,0.0,0.723,0.0,0.127,687.5,384.5,0.9272149520523083
